x,y
128,1.1249
128,0.9773
128,0.9922
128,1.0956
128,1.0608
128,0.9753
128,0.9545
128,1.1479
128,1.2406
128,0.9157
128,0.9854
128,0.9577
128,0.9643
128,1.0535
128,1.0028
128,1.0215
129,1.0467
129,0.9279
129,1.0034
129,1.0104
129,1.0238
129,0.976
129,0.9668
129,0.9117
129,1.0465
129,1.0202
129,0.9383
129,0.9617
129,1.0183
129,1.1724
129,1.0061
129,0.9698
129,0.9408
129,0.9684
129,0.9449
129,0.9628
129,0.898
129,1.0299
130,1.2487
130,0.9816
130,1.053
130,0.9989
130,1.0101
130,1.0401
130,1.0023
130,0.9723
130,0.9991
130,0.9937
130,0.9604
130,0.968
130,0.9652
130,1.0279
130,0.9945
130,1.1372
130,1.0292
130,0.8979
130,1.0641
130,0.9472
131,1.1131
131,1.0568
131,1.0044
131,1.0957
131,1.0879
131,0.9336
131,0.9772
131,0.9231
131,0.9813
131,0.9561
131,1.2215
131,0.947
131,0.8994
131,1.1054
131,0.9969
131,1.0823
131,1.0156
131,0.926
131,0.9396
131,0.933
131,0.9372
131,1.0664
131,1.0892
131,1.086
131,0.923
131,1.0087
131,1.0277
132,1.0995
132,0.9264
132,0.9797
132,1.0291
132,1.0198
132,1.1304
132,1.0801
132,1.0535
132,1.0135
132,1.0265
132,1.0932
132,1.0775
132,0.9153
132,1.082
132,0.9025
132,1.0758
132,0.9893
132,0.9024
132,0.9564
132,1.0182
132,0.9383
132,1.1047
132,1.0074
132,0.9773
132,1.0057
132,1.0576
132,1.2489
132,1.0763
132,1.1397
132,1.0534
132,0.9878
132,0.9262
132,0.9374
132,0.9562
133,0.9832
133,1.0524
133,1.0041
133,1.022
133,1.0981
133,1.141
133,0.9302
133,0.9813
133,0.9305
133,0.9687
133,1.0195
133,1.0077
133,0.9274
133,0.9636
133,1.027
133,0.9604
133,1.3746
133,0.9631
133,1.1294
133,1.0072
133,1.0946
133,0.9503
133,0.9964
133,0.9249
133,1.0344
134,1.1163
134,1.0057
134,0.9751
134,1.0165
134,1.0553
134,1.0817
134,1.0169
134,0.9039
134,1.2002
134,1.0901
134,0.9406
134,0.9112
134,0.9945
134,0.9542
134,1.1198
134,1.0127
134,1.0101
134,1.0066
134,0.9702
135,1.0325
135,1.0196
135,0.9477
135,0.9892
135,1.0178
135,1.0162
135,0.8956
135,1.0279
135,1.0664
135,1.2109
135,0.9452
135,1.0752
135,0.9419
135,0.9247
135,1.022
135,1.0711
135,0.9773
135,1.1754
135,1.1044
135,0.9535
135,1.0926
135,1.032
135,1.103
135,0.9104
136,1.0438
136,0.9155
136,1.0448
136,0.9638
136,0.8825
136,1.0186
136,0.8813
136,0.9614
136,1.0183
136,1.0734
136,1.42
136,1.0053
136,1.1061
136,0.9872
136,0.967
136,0.9471
136,1.0293
136,0.9472
136,1.0503
136,1.0602
136,0.9872
136,0.9283
136,1.0648
136,0.9376
136,1.0862
136,0.9904
136,1.0681
137,1.0511
137,0.9315
137,0.9789
137,0.9872
137,1.209
137,1.3368
137,0.8662
137,1.0335
137,1.0082
137,0.9989
137,0.9821
137,1.087
137,1.0107
137,0.9867
137,1.0803
137,1.0803
137,1.0338
137,0.9998
137,1.038
137,1.0837
137,0.8975
137,0.9591
137,1.0832
137,0.9058
137,0.997
137,1.0367
137,0.8863
137,1.0827
137,0.9037
137,1.0725
137,0.9533
137,0.9958
137,0.9183
137,1.0068
137,1.0024
137,1.0607
137,1.0578
137,1.1859
137,1.0752
138,0.9767
138,0.9169
138,0.9782
138,0.9749
138,1.0597
138,1.1441
138,0.9409
138,1.0698
138,1.0306
138,0.9872
138,0.9088
138,0.9258
138,1.0715
138,1.0473
138,0.9855
138,1.0422
138,1.0115
138,0.9109
138,0.8872
138,1.1128
138,0.8139
138,1.0822
138,1.0108
138,1.2274
138,1.0088
138,0.9966
138,1.0999
138,0.9822
138,0.9426
139,0.9631
139,0.9476
139,1.0436
139,1.2871
139,0.9024
139,1.0632
139,0.893
139,1.0149
139,1.1103
139,1.1473
139,0.9045
139,1.0415
139,1.0645
139,0.9974
139,0.998
139,1.0138
139,1.004
139,0.9483
139,1.0137
139,1.1523
139,1.103
139,1.0262
139,0.9095
139,1.059
139,0.9578
139,0.9311
139,0.988
140,1.0447
140,0.9731
140,0.9905
140,0.9629
140,0.9647
140,0.9065
140,1.0384
140,1.0439
140,0.9874
140,1.1846
140,0.9656
140,1.0096
140,0.9922
140,0.9719
140,1.1232
140,1.0391
140,1.152
140,1.0073
140,1.063
140,0.9525
140,0.8999
140,0.9536
140,0.923
140,1.0075
140,0.9806
140,0.984
140,0.9009
140,0.9852
140,1.0418
140,1.0183
140,0.8871
140,1.0373
140,0.9996
141,0.9505
141,1.1817
141,1.0154
141,1.1067
141,1.0092
141,0.9751
141,0.8892
141,1.0897
141,1.5189
141,0.9562
141,0.9549
141,1.0211
141,1.0211
141,1.1208
141,1.0329
141,1.1488
141,0.9854
141,1.0332
141,1.0226
141,1.0686
141,1.022
141,1.0001
141,1.0765
141,1.0291
141,1.0147
141,0.9376
141,1.0103
141,0.9593
141,1.0049
142,0.9772
142,0.9592
142,1.1925
142,1.0307
142,1.0198
142,1.1113
142,0.99
142,0.9483
142,0.9697
142,0.9868
142,0.944
142,0.9932
142,1.1913
142,1.0077
142,1.0334
142,0.98
142,1.0724
142,0.9795
142,1.0176
142,0.9935
142,0.9978
142,1.0484
142,0.9333
142,1.0792
142,1.3099
143,0.9404
143,1.1889
143,0.9743
143,1.0013
143,1.0633
143,1.0899
143,1.1306
143,0.9817
143,0.9598
143,0.9116
143,0.9114
143,1.0991
143,1.0126
143,1.0572
143,1.0123
143,0.833
143,0.9871
143,0.9144
143,1.0229
143,0.9192
143,0.9424
143,0.9507
143,0.9776
143,0.9069
143,1.0653
143,1.1313
143,1.0419
143,1.04
143,0.9927
143,1.0078
144,1.073
144,0.9978
144,0.985
144,1.041
144,1.0043
144,0.9562
144,1.0315
144,0.9522
144,1.1732
144,1.0817
144,0.9405
144,0.9215
144,1.0111
144,0.9629
144,1.08
144,1.0361
144,0.9239
144,0.9924
144,0.9666
144,1.0092
144,0.9047
144,1.0606
144,0.9652
144,1.0001
144,1.0231
144,1.0728
145,0.9912
145,0.8868
145,1.035
145,0.8845
145,0.9111
145,1.1137
145,1.055
145,0.9963
145,0.9808
145,0.9177
145,1.2717
145,1.0634
145,0.9943
145,0.9459
145,0.9581
145,0.9228
145,0.9519
145,0.9549
145,0.9511
145,0.9569
145,0.971
145,0.9569
146,1.0331
146,1.0331
146,1.0389
146,0.9816
146,1.199
146,1.0742
146,0.9059
146,0.9764
146,0.9734
146,0.87
146,0.9964
146,1.1718
146,1.0439
146,1.0051
146,0.9559
146,0.9409
146,0.9692
146,1.0971
146,0.9474
146,1.1515
146,0.8535
146,0.9883
146,1.0104
146,0.9438
146,0.9819
147,0.9223
147,1.0035
147,0.9973
147,1.1017
147,0.964
147,1.0151
147,1.0357
147,0.9911
147,1.1442
147,0.9902
147,1.0128
147,1.0005
147,0.9638
147,1.0473
147,0.9365
147,0.9604
147,0.9658
147,0.9502
147,1.0714
147,0.9705
147,0.9187
147,1.036
147,0.9484
147,1.0768
147,1.0646
147,1.0643
148,0.9904
148,0.9491
148,1.0428
148,1.0664
148,1.0146
148,1.0551
148,1.0224
148,0.9298
148,1.0762
148,0.9711
148,1.109
148,1.0797
148,1.081
148,1.007
148,0.9545
148,1.2275
148,1.0397
148,0.9249
148,0.9813
148,1.1321
148,1.0078
148,1.0339
148,0.9916
148,1.0157
148,0.9579
148,1.0
148,0.8891
148,0.9342
148,1.0304
148,0.8898
149,1.5308
149,0.9017
149,0.9815
149,1.0616
149,0.9735
149,0.9426
149,0.983
149,1.1414
149,0.9703
149,0.9482
149,0.9975
149,0.8881
149,0.9482
149,0.9625
149,0.9591
149,1.0858
149,0.9932
149,0.9622
149,1.0217
149,1.2032
149,1.1683
149,0.9177
149,1.3263
149,0.9298
149,1.0859
149,1.0644
150,0.8865
150,1.0096
150,1.0689
150,1.024
150,1.1428
150,0.9189
150,0.9786
150,1.0757
150,1.0441
150,0.9147
150,1.1741
150,1.0114
150,1.0443
150,1.099
150,1.0485
150,0.9978
150,0.9153
150,0.9577
150,0.9932
150,0.9052
150,1.1188
150,0.9339
150,0.9548
150,0.9986
150,1.0768
150,1.013
150,1.1144
150,1.0766
150,1.1687
150,0.9627
151,0.9429
151,1.0958
151,0.9995
151,0.9864
151,0.9691
151,1.0544
151,0.888
151,1.1916
151,1.0116
151,0.8767
151,0.9604
151,0.9708
151,0.9973
151,1.0448
151,0.9592
151,1.0747
151,1.0328
151,1.0073
151,0.956
151,1.115
151,1.0329
151,0.9835
151,0.9988
151,0.9551
151,0.9918
151,1.0319
152,0.8915
152,0.9333
152,0.9997
152,1.0338
152,1.055
152,1.0519
152,1.1306
152,0.911
152,1.1476
152,0.9146
152,1.0054
152,1.0242
152,1.0963
152,1.0027
152,1.0235
152,0.9664
152,1.095
152,0.8634
152,0.9995
152,0.9417
152,0.8907
152,0.9207
152,1.0326
152,1.0305
152,0.925
152,1.1214
152,0.9717
152,1.0176
152,0.9465
152,1.0772
152,1.0138
152,0.8396
152,0.9009
153,1.0637
153,1.0146
153,1.0381
153,1.0637
153,0.8907
153,1.0026
153,0.9964
153,1.0011
153,1.033
153,0.9743
153,0.9377
153,0.928
153,1.0522
153,1.0414
153,1.0591
153,1.1519
153,0.9445
153,1.0121
153,1.0271
153,1.0917
153,1.0437
153,0.9893
153,0.9737
153,0.9812
153,1.084
153,1.1007
153,1.0744
153,1.0264
153,1.0966
153,0.9739
153,1.0143
154,0.9707
154,0.9987
154,1.0239
154,1.0457
154,0.9574
154,1.0075
154,1.0065
154,0.9536
154,0.9812
154,1.4528
154,1.0928
154,1.0576
154,0.9668
154,0.9264
154,0.9578
154,1.0504
154,1.0147
154,1.2328
154,1.08
155,0.9753
155,0.9641
155,1.0255
155,0.9359
155,1.022
155,1.0937
155,1.0489
155,0.9421
155,1.0839
155,0.9777
155,1.0948
155,1.044
155,1.0742
155,0.8718
155,0.9734
155,1.0369
155,0.9306
155,0.9767
155,1.0288
155,1.012
155,1.0097
155,0.9671
155,0.8856
155,1.1417
155,0.9375
155,1.045
156,0.9623
156,1.0238
156,1.055
156,1.0343
156,1.0164
156,1.0347
156,1.0012
156,1.3545
156,1.0599
156,1.2208
156,0.9494
156,1.0719
156,0.9874
156,0.9626
156,0.9445
156,0.9097
156,1.0409
156,0.9844
156,1.2826
156,0.9409
156,1.0367
157,1.0377
157,0.9919
157,0.9436
157,0.9965
157,1.0462
157,0.999
157,0.907
157,1.0778
157,1.094
157,1.0098
157,1.0217
157,1.1198
157,0.9773
157,1.0187
157,0.9734
157,0.9235
157,0.9971
157,0.8425
157,0.9179
157,1.0384
157,1.1397
157,1.0263
157,0.977
157,1.1133
157,0.8774
157,0.9783
157,1.0529
157,0.9014
158,0.9076
158,0.9478
158,1.0702
158,1.0218
158,1.1702
158,0.9492
158,1.047
158,0.9663
158,1.0567
158,1.0723
158,0.9182
158,0.9388
158,0.9734
158,1.0018
158,1.0336
158,0.938
158,1.0532
158,1.0736
158,1.1277
158,0.9249
158,1.0299
158,1.1388
158,0.9068
158,1.0585
158,0.9448
158,1.1025
158,1.0391
158,1.0071
158,0.9304
158,0.9637
158,1.1066
158,0.8256
159,1.0764
159,0.9694
159,1.0289
159,1.0755
159,1.0023
159,1.0127
159,1.0761
159,1.1302
159,0.9733
159,1.0058
159,1.1166
159,1.0358
159,1.0076
159,0.9301
159,1.026
159,1.1593
159,0.9698
159,1.0217
159,1.062
159,1.0539
159,1.0737
159,1.0014
160,0.9256
160,1.1028
160,0.9376
160,0.9528
160,1.0477
160,0.9265
160,1.0709
160,0.9495
160,1.0861
160,1.0883
160,1.0362
160,1.0197
160,0.9926
160,0.9648
160,0.9317
160,1.2193
160,0.9382
160,0.888
160,0.9359
160,1.0684
160,0.9978
160,0.951
160,0.965
160,0.9573
161,0.9558
161,1.0894
161,0.9262
161,0.9017
161,0.9822
161,0.9449
161,1.029
161,1.2672
161,0.9265
161,0.9343
161,1.0524
161,0.9041
161,0.9835
161,1.1366
161,0.9619
161,0.9515
161,1.125
161,1.0883
161,1.0127
161,1.0279
161,1.023
161,1.0563
161,1.0136
162,0.9782
162,1.0965
162,1.1622
162,1.0229
162,0.9793
162,1.1806
162,1.1189
162,1.142
162,1.0413
162,1.0242
162,0.9488
162,0.8332
162,1.0777
162,1.051
162,0.9288
162,1.0288
162,0.9274
162,1.0974
162,0.8939
162,0.9564
162,0.9378
162,0.9965
162,0.9977
162,1.2192
162,1.2184
162,0.9829
162,0.9699
162,1.033
162,1.0627
162,1.007
163,0.9997
163,1.1167
163,1.1099
163,0.9238
163,1.0722
163,1.0021
163,0.9736
163,0.9879
163,0.9466
163,1.0202
163,0.9768
163,1.1214
163,1.0069
163,1.0752
163,0.9505
163,0.9244
163,0.987
163,1.0284
163,0.9771
163,0.9188
163,1.0675
163,0.9694
163,0.8506
163,0.8825
163,1.0917
163,0.9283
163,0.9067
163,1.0052
164,0.9722
164,0.9874
164,0.9444
164,0.9689
164,1.0936
164,0.9721
164,1.0715
164,0.9798
164,0.9878
164,1.0161
164,0.9792
164,1.0162
164,0.8556
164,0.9331
164,0.9775
164,0.8895
164,0.9658
164,0.9873
164,0.9525
164,1.1168
164,0.9815
164,0.9912
164,1.0732
164,1.0855
164,1.0917
164,1.0366
164,0.9046
164,0.935
164,1.0065
164,0.9472
164,1.0706
165,1.0187
165,1.067
165,0.9995
165,1.0759
165,1.0345
165,1.1339
165,1.1073
165,1.0158
165,1.0819
165,0.922
165,0.9992
165,0.953
165,1.0369
165,0.9214
165,0.9557
165,1.1165
165,1.0493
165,1.0265
165,0.9481
165,1.0321
165,1.0818
166,1.0545
166,0.9939
166,0.8824
166,1.3172
166,0.9578
166,0.9303
166,1.0674
166,1.0821
166,1.1366
166,0.9937
166,1.0876
166,0.9946
166,1.0172
166,0.9176
166,1.046
166,0.9919
166,0.9421
166,1.1432
166,0.9871
166,0.9527
166,1.0491
166,1.0888
166,1.0382
166,1.2073
166,1.0649
166,0.9839
166,0.988
166,1.065
166,1.1808
166,0.9349
167,0.9891
167,0.9361
167,0.9938
167,0.9574
167,1.1599
167,0.905
167,0.9896
167,0.9857
167,1.1735
167,1.0818
167,0.9315
167,1.1002
167,0.9273
167,0.9746
167,0.9569
167,0.8703
167,0.9707
167,0.9754
167,1.0908
167,1.0068
167,1.0121
167,1.0193
167,1.0547
167,0.9826
167,1.0228
167,0.9688
167,0.9412
168,1.1409
168,1.1357
168,0.9627
168,0.9818
168,1.03
168,0.9126
168,1.061
168,0.9131
168,0.9661
168,0.9644
168,1.1597
168,0.9518
168,0.9292
168,0.9877
168,0.9447
168,0.9599
168,0.9094
168,1.1299
168,1.1108
168,0.9622
168,1.0416
168,1.103
168,1.2806
168,1.0962
168,0.9567
168,0.9565
169,0.8937
169,0.9864
169,1.0146
169,1.0059
169,0.9047
169,0.9057
169,1.0219
169,0.9646
169,1.065
169,0.9496
169,0.9587
169,1.0136
169,0.9133
169,1.0724
169,0.9514
169,0.9312
169,0.9004
169,1.0791
169,0.9392
169,1.0582
169,1.0241
169,0.9594
169,0.9622
169,0.9655
169,0.9601
169,0.9548
169,0.9498
169,0.975
169,0.9485
169,1.1345
169,0.9463
169,0.9765
169,1.3909
170,1.0064
170,1.3725
170,1.3132
170,0.9981
170,0.9485
170,1.028
170,0.9575
170,1.0075
170,0.9143
170,1.1138
170,1.0458
170,0.9286
170,1.1704
170,0.931
170,1.0674
170,1.0961
170,0.9731
170,1.0362
170,1.3283
170,1.0402
170,0.9831
170,1.0558
170,0.9152
171,1.0338
171,1.0607
171,1.1922
171,0.979
171,1.019
171,0.9209
171,0.9901
171,0.9688
171,0.9719
171,1.0627
171,0.9197
171,0.9798
171,1.032
171,0.9925
171,1.03
171,1.2146
171,0.9682
171,1.0328
171,0.9399
171,0.8584
172,0.9776
172,1.0913
172,1.0483
172,0.9717
172,1.0365
172,1.0158
172,0.9342
172,0.9424
172,1.0147
172,0.8617
172,0.9552
172,1.0815
172,1.0025
172,1.0138
172,1.1443
172,1.2854
172,0.9653
172,0.8962
172,0.9669
172,1.2331
172,1.0853
172,0.9412
172,1.001
172,0.9339
172,1.0476
172,1.0298
172,1.0526
172,1.0218
172,1.0928
172,0.9909
172,0.9913
172,1.0279
172,0.9131
172,1.1218
172,1.0979
172,1.0758
172,0.9537
172,0.9694
172,0.9841
172,0.9979
172,0.9679
172,1.0993
172,1.0302
172,0.9159
172,1.1087
173,1.04
173,0.9795
173,1.0347
173,1.1451
173,0.9284
173,1.0828
173,1.0841
173,1.057
173,0.8823
173,1.0001
173,0.9135
173,0.8631
173,0.9512
173,1.0337
173,1.0138
173,1.0766
173,0.9807
174,0.8145
174,0.9783
174,1.1622
174,1.0623
174,1.0409
174,1.2836
174,0.9284
174,0.9039
174,0.9617
174,0.9694
174,1.064
174,1.0102
174,1.0051
174,0.9577
174,1.0286
174,1.0491
174,1.0064
174,0.9275
174,0.9044
174,1.0842
174,1.1437
174,1.1034
174,0.9969
174,1.0727
174,1.1438
174,1.1541
174,0.984
174,0.8904
174,0.9843
174,0.9372
175,0.9554
175,0.886
175,1.0017
175,0.974
175,0.901
175,1.1035
175,0.9828
175,1.0034
175,0.9635
175,1.0233
175,0.8932
175,1.1827
175,1.0117
175,1.0662
175,1.0697
175,0.8601
175,1.2177
175,1.0081
175,0.9407
175,0.9203
175,0.8954
175,1.039
175,1.2839
176,1.0667
176,1.1418
176,0.9034
176,1.3471
176,1.0193
176,1.0199
176,0.9018
176,1.0189
176,1.0088
176,1.0268
176,1.0477
176,1.0391
176,0.8909
176,0.8579
176,0.9857
176,0.9195
176,0.8693
176,1.1076
176,0.9714
176,1.0885
176,1.0368
176,1.0553
176,0.8926
176,0.9582
176,1.0906
176,1.072
176,0.9129
176,1.0414
176,0.9186
177,1.0067
177,0.9688
177,0.935
177,0.9659
177,1.1523
177,0.9704
177,1.0505
177,0.8769
177,0.9675
177,0.9548
177,1.0169
177,0.9481
177,0.99
177,0.977
177,1.0212
177,0.9232
177,1.02
177,0.9795
177,0.9099
177,1.0004
177,1.0162
177,1.0968
177,0.9621
177,0.9785
177,0.9322
177,1.0151
178,0.9268
178,0.9174
178,1.0302
178,1.0151
178,1.5019
178,1.2058
178,1.1117
178,1.0727
178,0.9008
178,1.0846
178,1.0134
178,0.9901
178,0.9895
178,1.0633
178,1.0375
178,1.0068
178,0.98
178,0.9137
178,1.0241
178,0.9693
178,0.9932
178,1.2316
179,0.9942
179,1.0223
179,1.0111
179,1.0173
179,1.2294
179,1.0883
179,1.0241
179,1.0321
179,1.4133
179,1.0031
179,0.9584
179,0.9956
179,0.9584
179,0.9178
179,0.9845
179,1.0753
179,1.0666
179,1.0652
179,0.9849
179,1.0597
179,1.1112
179,1.0629
179,0.9716
180,0.9487
180,0.9435
180,0.9207
180,0.9661
180,1.0114
180,0.9182
180,1.0869
180,1.2763
180,0.9526
180,1.0185
180,0.8822
180,1.1566
180,1.0478
180,0.9929
180,0.9655
180,0.859
180,0.9839
180,0.9959
180,1.0577
180,1.0711
180,0.8925
180,1.1718
181,1.0175
181,0.924
181,0.9923
181,1.0185
181,0.9831
181,0.9722
181,1.1021
181,1.0454
181,0.9354
181,1.0578
181,1.0324
181,0.9415
181,1.145
181,0.9215
181,1.0656
181,1.0778
181,0.9866
181,1.084
181,1.0957
181,0.939
181,1.2478
181,0.9355
182,1.0368
182,1.1072
182,1.0036
182,0.9613
182,0.8737
182,1.0075
182,0.9515
182,0.8391
182,0.9436
182,1.1049
182,1.0521
182,1.0971
182,1.1792
182,0.9722
182,0.9881
182,1.0778
182,0.9821
182,0.9833
182,0.9377
182,1.0181
182,1.0014
182,0.9049
182,0.9354
183,0.9522
183,1.0316
183,0.9955
183,1.1855
183,0.9544
183,1.032
183,1.2104
183,1.0056
183,0.9383
183,1.0547
183,1.0142
183,0.9296
183,1.0835
183,0.9673
183,1.0316
183,1.0451
183,0.919
183,1.0883
183,0.8884
183,0.9393
183,0.9614
183,0.8841
183,0.9884
183,1.0031
184,1.0188
184,1.1178
184,0.9707
184,1.013
184,0.8357
184,1.1282
184,0.9852
184,1.0081
184,1.3012
184,0.976
184,1.0099
184,0.8924
184,1.076
184,0.9844
184,1.0003
184,1.0224
184,0.9657
184,1.2168
184,0.9823
184,0.9812
184,1.0256
184,0.9289
184,0.8822
184,1.102
184,1.0431
184,1.25
184,0.9632
184,1.0017
184,0.9328
184,0.8806
185,0.896
185,1.0466
185,0.9614
185,1.0683
185,1.0014
185,0.8732
185,0.9989
185,0.9574
185,0.9634
185,1.0291
185,0.8792
185,1.0158
185,0.9462
185,0.9553
185,1.0046
185,1.146
185,1.0206
185,0.7602
185,0.9135
185,1.0814
185,0.9318
185,1.0879
185,0.921
185,1.0075
185,0.9908
185,1.0501
185,0.9077
185,0.9579
185,1.0003
185,1.0032
185,1.0198
185,1.0243
185,1.0632
185,0.9949
186,0.9785
186,1.138
186,0.9037
186,1.1513
186,1.2471
186,0.8433
186,1.1336
186,0.8767
186,1.0104
186,1.0235
186,0.9534
186,0.8751
186,0.996
186,0.9788
186,0.969
186,0.8945
186,0.9059
186,0.981
186,1.1099
186,0.9615
186,1.08
186,1.0785
186,0.8889
186,1.0253
186,0.9198
186,1.0821
186,1.0208
187,1.0335
187,1.0394
187,1.0576
187,0.9931
187,0.9341
187,1.0582
187,1.0969
187,0.8505
187,1.0504
187,0.9959
187,0.9914
187,1.0505
187,0.9492
187,1.0296
187,1.0598
187,1.1361
187,1.0551
187,1.0208
187,1.0342
187,0.9998
187,0.999
187,0.9852
187,0.9852
187,1.0115
187,1.0266
187,1.2092
187,0.9987
188,0.9061
188,0.8393
188,0.8305
188,0.987
188,0.9071
188,0.8963
188,1.0754
188,0.9597
188,1.0368
188,0.8241
188,0.9193
188,0.9658
188,0.9605
188,1.2362
188,1.0519
188,1.0553
188,0.9216
188,1.0242
188,1.0634
188,0.9406
188,1.136
188,1.0649
188,1.0054
188,1.0544
188,1.0451
188,0.9694
188,0.9915
188,0.9974
189,0.9236
189,0.9024
189,1.1211
189,1.2439
189,0.9736
189,0.9216
189,1.1147
189,0.9967
189,1.0714
189,0.9169
189,0.9288
189,0.9717
189,0.9711
189,0.9148
189,1.0975
189,1.1106
189,1.1621
189,0.971
189,1.0772
189,1.129
189,1.0374
189,1.0801
189,1.005
189,1.0207
190,1.0064
190,0.9335
190,0.9814
190,1.0646
190,0.9815
190,1.0898
190,0.982
190,0.9572
190,0.939
190,0.9408
190,0.9976
190,0.9491
190,1.1166
190,1.2843
190,1.0236
190,0.9502
190,0.9501
190,0.9569
190,1.0636
190,1.1129
190,1.0013
190,0.9265
191,0.9343
191,1.0346
191,1.1383
191,0.9854
191,0.8747
191,0.9531
191,1.0059
191,1.0239
191,0.9385
191,1.0563
191,0.9289
191,0.993
191,1.0151
191,1.1776
191,0.9451
191,0.9896
191,0.9958
191,0.9321
191,1.0147
191,0.9478
191,0.9176
191,0.9904
191,0.9478
191,0.9372
191,0.9358
191,1.1027
191,0.9762
192,0.9002
192,1.042
192,0.9881
192,1.0843
192,0.9569
192,0.9425
192,1.0868
192,0.9088
192,1.0106
192,0.8389
192,1.0137
192,0.9794
192,0.9708
192,0.9059
192,1.0293
192,1.0155
192,1.0767
192,0.9626
192,1.0314
192,0.9742
192,0.9526
192,1.1142
192,0.9246
192,0.9468
192,0.895
193,1.0605
193,1.0039
193,1.1212
193,1.1024
193,1.1618
193,1.0067
193,0.9762
193,0.9272
193,0.9822
193,1.0162
193,1.212
193,0.9668
193,0.9235
193,1.0546
193,0.9382
193,1.0329
193,1.0247
193,0.9969
193,1.0692
193,1.2271
193,1.0582
193,0.9828
193,1.2319
193,1.0522
193,1.0664
193,1.0575
193,1.0893
193,0.9196
193,0.909
193,0.945
193,1.0881
193,0.9757
193,1.0219
193,1.0386
193,0.9775
194,1.0376
194,0.952
194,0.9981
194,1.0869
194,1.3104
194,1.0639
194,0.9292
194,0.9909
194,0.9887
194,0.9392
194,1.037
194,1.0393
194,1.0333
194,0.8668
194,1.2032
194,1.0224
194,0.9158
194,0.9002
195,1.0067
195,0.9842
195,0.9646
195,0.8974
195,1.2064
195,0.8848
195,1.0881
195,1.1082
195,0.9952
195,1.0634
195,0.9129
195,0.8833
195,1.0445
195,0.8907
195,1.056
195,0.9788
195,1.2746
195,0.9085
195,1.1492
195,0.9004
195,1.0113
196,1.0416
196,1.0
196,1.1218
196,1.0169
196,0.9532
196,0.967
196,1.0294
196,0.9987
196,1.0293
196,0.9001
196,0.9535
196,0.939
196,1.0068
196,0.9802
196,0.9484
196,1.1449
196,1.0384
196,1.1816
196,1.1165
196,1.0763
196,1.0384
196,0.9641
196,1.0267
196,1.0054
196,0.9177
197,1.0601
197,1.057
197,0.9393
197,0.9757
197,1.1284
197,0.9298
197,0.9573
197,1.1267
197,1.0699
197,1.1061
197,0.8307
197,0.9811
197,0.9324
197,0.9703
197,0.8738
197,1.0107
197,1.1025
197,1.0532
197,0.9977
197,1.1548
197,0.9176
197,1.0327
197,0.9681
198,1.0251
198,1.0072
198,1.0276
198,0.9027
198,1.0468
198,0.8861
198,1.1912
198,1.0952
198,0.8076
198,1.0577
198,1.0663
198,0.9939
198,1.2298
198,1.0707
198,0.9822
198,1.0417
198,1.0938
198,0.9998
198,1.0656
198,0.9375
198,1.0222
198,1.0218
198,1.0608
198,0.9331
198,0.9291
198,1.085
198,1.0284
199,1.0996
199,1.0591
199,1.1122
199,1.1496
199,1.3058
199,0.9468
199,1.0669
199,0.9607
199,0.9931
199,0.897
199,0.95
199,0.9888
199,0.9626
199,1.2147
199,0.9742
199,1.0987
199,1.0044
199,1.0192
199,1.0519
199,0.9453
199,0.9546
199,0.9909
199,1.2172
199,0.9539
199,0.9796
199,1.1025
199,0.9185
199,1.0597
200,0.9614
200,0.9224
200,0.957
200,1.053
200,0.9816
200,1.0034
200,0.9555
200,0.9278
200,0.9371
200,0.996
200,1.0029
200,1.0783
200,1.0113
200,0.934
200,0.9261
200,1.0453
200,0.9561
200,1.0834
200,1.1374
200,1.0271
200,0.8329
200,0.9121
200,1.0306
200,0.9966
200,0.9716
200,1.0275
200,1.0236
200,0.9942
200,1.0485
200,1.017
200,1.0907
201,0.8857
201,0.9832
201,1.0821
201,1.0038
201,1.1017
201,1.0786
201,0.9068
201,1.0614
201,1.0419
201,1.3524
201,0.9422
201,0.9891
201,0.8892
201,0.8634
201,1.0411
201,0.9111
201,0.9332
201,1.0309
201,1.0035
202,0.9518
202,1.0531
202,1.0074
202,1.0185
202,1.0216
202,0.9171
202,1.1985
202,1.081
202,0.9355
202,0.9627
202,0.9694
202,0.9557
202,0.9867
202,0.9639
202,0.9492
202,0.907
202,1.0356
202,0.9953
202,1.0124
202,0.905
202,1.2349
202,1.076
202,1.0048
202,0.9428
202,0.9903
202,0.9153
203,1.0242
203,0.9884
203,0.9784
203,1.1318
203,0.9888
203,1.0013
203,0.983
203,0.9252
203,0.9841
203,0.9216
203,0.9931
203,0.9699
203,1.0013
203,1.0637
203,0.8991
203,0.9993
203,1.0272
203,0.9386
203,0.9117
203,0.9246
203,0.9278
203,0.996
203,1.1866
203,0.9571
203,0.9406
203,0.8422
203,1.0031
203,0.9573
204,1.0607
204,1.032
204,0.9329
204,1.0836
204,0.888
204,0.8261
204,1.0242
204,0.9952
204,1.1595
204,1.0717
204,0.9968
204,1.0157
204,1.0314
204,1.0155
204,1.1011
204,0.9808
204,1.0769
204,0.9791
204,1.1489
204,1.0471
204,1.0316
204,1.0011
204,0.9573
204,0.8626
204,0.9714
205,1.0547
205,1.0037
205,0.8945
205,1.1007
